,product_title,rating,total_rating,price,next_month_bought,offer,mrp,product_details_dict,brand,model_name,screen_size,colour,hard_disk_size,cpu_model,ram,os,special_features,graphics_card,about,technical_details_dict
0,"Lenovo Yoga Slim 7, Intel Core Ultra 5 125H, 16GB RAM, 512GB SSD, WUXGA-OLED 14""(35.5cm), Windows 11, Microsoft 365 Basic + Office Home 2024, Grey, 1.39Kg, 83CV00DFIN, 400Nits, 1Yr ADP Free, AI PC",4.3,(63),"85,990.",,-28%,"₹81,990","{'Brand': 'Lenovo', 'Model Name': 'Yoga Slim 7', 'Screen Size': '14', 'Colour': 'Luna Grey', 'Hard Disk Size': '512 GB', 'CPU Model': 'Intel Core Ultra 5', 'RAM Memory Installed Size': '16 GB', 'Operating System': 'Windows 11 Home', 'Special Feature': 'Anti Glare Coating, Backlit Keyboard, HD Audio', 'Graphics Card Description': 'Integrated'}",Lenovo,Yoga Slim 7,14,Luna Grey,512 GB,Intel Core Ultra 5,16 GB,Windows 11 Home,"Anti Glare Coating, Backlit Keyboard, HD Audio",Integrated,"About this itemAI Enabled Processor: Intel Core Ultra 5 125H, 14C (4P + 8E + 2LPE) / 18T, Max Turbo up to 4.5Ghz| Cores:-14 | Threads:- 18 | Cache:- 18MBOS: Pre-Loaded Windows 11 Home with Lifetime Validity | Microsoft 365 Basic + Office Home 2024 | Xbox GamePass Ultimate 3-month subscriptionMemory and Storage: 16GB RAM LPDDR5 -6400 | 512GB SSD M.2 2242 PCIe 4.0x4 NVMe || Graphics: Integrated Intel Arc Graphics | NPU: Integrated Intel AI Boost, up to 11 TOPSDisplay: 14"" WUXGA (1920x1200) OLED | Display: 400nits Glossy | 60Hz | 100% DCI-P3 | Display HDR True Black 500 | Dolby Vision | EyesafeCamera:- FHD 1080p + IR with E-shutter, ToF Sensor | Speakers:- Stereo speakers, 2W x4, optimized with Dolby Atmos, Amplifier (AMP) || Connections:- Wi-Fi 6E, 802.11ax 2x2 + BT5.3Battery:- 65Wh | supports Rapid Charge Boost (get 2 hours of runtime with a 15-minute charge) | Max Battery Life : MobileMark 25 at 250nits: 10.3 hr, Local video (1080p) playback at 150nits: 20.8 hrDesign: 1.49 cm Thin and 1.39 kg Light | Full Body Aluminium Material | Backlit KeyboardPorts:- 1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On | 2x USB-C (Thunderbolt 4 / USB4 40Gbps), with USB PD 3.1 and DisplayPort 1.4 | 1x HDMI 2.1, up to 4K/60Hz | 1x Headphone / microphone combo jack (3.5mm)Mil-Grade:- Go anywhere with this ultra-tough, military-grade laptop. Built to MIL-STD-810H standards, it handles extreme temperatures, altitude, humidity, drops, and more. From class to café or boardroom to game room, it’s built to keep up with your every move.Warranty:- 1Year Onsite with 1 Year Accidental Damage Protection and 1 Year Premium careShow More›See more product details","{'Brand': '\u200eLenovo', 'Manufacturer': '\u200eLenovo', 'Series': '\u200eYoga Slim 7', 'Colour': '\u200eLuna Grey', 'Form Factor': '\u200eThin & Light', 'Standing screen display size': '\u200e14', 'Screen Resolution': '\u200e1920 x 1200 pixels', 'Resolution': '\u200e1920 x 1200', 'Package Dimensions': '\u200e45.2 x 29.2 x 7.9 cm; 1.39 kg', 'Batteries': '\u200e1 D batteries required. (included)', 'Item model number': '\u200e14IMH9', 'Processor Brand': '\u200eIntel', 'Processor Type': '\u200eIntel Core Ultra 5', 'Processor Speed': '\u200e2.5', 'Processor Count': '\u200e14', 'Memory Technology': '\u200eLpddr 5', 'Computer Memory Type': '\u200eDDR5 RAM', 'Maximum Memory Supported': '\u200e16 GB', 'Hard Drive Size': '\u200e512 GB', 'Hard Disk Description': '\u200eSSD', 'Audio Details': '\u200eHeadphones, Speakers', 'Speaker Description': '\u200eStereo speakers, 2W x4, optimized with Dolby Atmos®, Amplifier (AMP)', 'Graphics Coprocessor': '\u200eIntegrated Intel Arc Graphics', 'Graphics Chipset Brand': '\u200eIntel', 'Graphics Card Description': '\u200eIntegrated', 'Graphics RAM Type': '\u200eShared', 'Graphics Card Interface': '\u200eIntegrated', 'Connectivity Type': '\u200eBluetooth, Wi-Fi', 'Wireless Type': '\u200e802.11ax', 'Number of USB 3.0 Ports': '\u200e1', 'Optical Drive Type': '\u200eNo Optical Drive', 'Operating System': '\u200eWindows 11 Home', 'Average Battery Life (in hours)': '\u200e10 Hours', 'Are Batteries Included': '\u200eYes', 'Lithium Battery Energy Content': '\u200e65 Watt Hours', 'Number of Lithium Ion Cells': '\u200e4', 'Included Components': '\u200eLaptop', 'Country of Origin': '\u200eChina', 'Item Weight': '\u200e1 kg 390 g'}"
1,"Lenovo V15 G4 AMD Ryzen 5 7520U 15.6 inch FHD Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD NVMe, Windows 11, Dolby Audio, Arctic Grey, 1 Year Onsite Brand Warranty",4.0,(313),"38,000.",500+ boughtin past month,-27%,"₹39,999","{'Brand': 'Lenovo', 'Model Name': 'Lenovo V15', 'Screen Size': '15.6 Inches', 'Colour': 'Gray', 'Hard Disk Size': '512 GB', 'CPU Model': 'Ryzen 5', 'RAM Memory Installed Size': '16 GB', 'Operating System': 'Windows 11', 'Special Feature': 'HD Audio', 'Graphics Card Description': 'Integrated'}",Lenovo,Lenovo V15,15.6 Inches,Gray,512 GB,Ryzen 5,16 GB,Windows 11,HD Audio,Integrated,"About this itemProcessor: AMD Ryzen 5 7520U processor, base speed 2.8 Ghz, max speed 4.3 Ghz, 4 Cores, 4MB L3 cache | Memory: 16GB LPDDR5 RAM 5500 MHz | Storage: 512GB M.2 PCIe SSD (expandable upto 1TB)Operating System: Windows 11Display: 15.6"" (39.62 cm) FHD (1920x1080) 250 Nits, Antiglare, Contrast Ratio: 500:1 | Graphics: Integrated AMD Radeon graphics | Monitor Supports: Supports upto 3 independent displaysPorts: 2x USB 3.2 Gen 1 | 1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery (20V only) and DisplayPort 1.2) | 1x HDMI 1.4b | 1x Ethernet (RJ-45) | 1x Headphone / microphone combo jack (3.5mm) | 1x Power connectorCamera: HD 720p with Privacy Shutter | Keyboard: 6-row, spill-resistant, multimedia Fn keys, SMB Service Hot key, numeric keypad | Touchpad: Buttonless Mylar surface multi-touch touchpad, supports Precision TouchPad›See more product details","{'Brand': '\u200eLenovo', 'Manufacturer': '\u200eLenovo India Pvt Ltd', 'Series': '\u200eLenovo V15', 'Colour': '\u200eGray', 'Form Factor': '\u200eLaptop', 'Standing screen display size': '\u200e15.6 Inches', 'Screen Resolution': '\u200e1920 x 1080 pixels', 'Resolution': '\u200e1920 x 1080 Pixels', 'Batteries': '\u200e1 Lithium Ion batteries required. (included)', 'Item model number': '\u200e83CQA00WIN', 'Processor Brand': '\u200eAMD', 'Processor Type': '\u200eRyzen 5', 'Processor Count': '\u200e1', 'Memory Technology': '\u200eSO-DIMM', 'Computer Memory Type': '\u200eDDR5 RAM', 'Maximum Memory Supported': '\u200e16 GB', 'Hard Drive Size': '\u200e512 GB', 'Hard Disk Description': '\u200eSSD', 'Hard Drive Interface': '\u200eSolid State', 'Audio Details': '\u200eSpeakers', 'Speaker Description': '\u200eDolby Sound 2.0', 'Graphics Coprocessor': '\u200eIntegrated AMD Radeon™ 610M Graphics', 'Graphics Chipset Brand': '\u200eAMD', 'Graphics Card Description': '\u200eIntegrated', 'Graphics RAM Type': '\u200eDDR5 SDRAM', 'Graphics Card Ram Size': '\u200e16 GB', 'Graphics Card Interface': '\u200eIntegrated', 'Connectivity Type': '\u200eStandard Ports 2x USB 3.2 Gen 1 1x USB-C® 3.2 Gen 1 (support data transfer, Power Delivery (20V only) and DisplayPort™ 1.2) 1x HDMI® 1.4b 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector, WLAN + Bluetooth Wi-Fi® 6, 802.11ax 2x2 + BT5.2', 'Wireless Type': '\u200eBluetooth', 'Number of USB 2.0 Ports': '\u200e2', 'Number of USB 3.0 Ports': '\u200e1', 'Number of HDMI Ports': '\u200e1', 'Voltage': '\u200e65 Kilovolts', 'Operating System': '\u200eWindows 11', 'Average Battery Standby Life (in hours)': '\u200e5.5 Hours', 'Average Battery Life (in hours)': '\u200e8.5 Hours', 'Are Batteries Included': '\u200eYes', 'Lithium Battery Energy Content': '\u200e1 Watt Hours', 'Number of Lithium Ion Cells': '\u200e1', 'Included Components': '\u200eAdaptor, Laptop, Power chord'}"
2,"BrowseBook 14.1"" FHD IPS Laptop | Best Student & Office Work Laptop | Celeron N4020 | 4GB RAM | 128GB SSD | Windows 11 | 38Wh | 1.3kg | Grey",3.1,(62),"16,990.",200+ boughtin past month,-60%,"₹12,090","{'Brand': 'Neopticon', 'Model Name': 'BrowseBook', 'Screen Size': '14.1 Inches', 'Colour': 'Gray', 'Hard Disk Size': '128 GB', 'CPU Model': 'Celeron N4020', 'RAM Memory Installed Size': '4 GB', 'Operating System': 'Windows 11 Home', 'Special Feature': 'HD Audio, Memory Card Slot', 'Graphics Card Description': 'Integrated'}",Neopticon,BrowseBook,14.1 Inches,Gray,128 GB,Celeron N4020,4 GB,Windows 11 Home,"HD Audio, Memory Card Slot",Integrated,"About this itemFull HD IPS Display: The 14.1-inch screen with 1920x1080 resolution delivers sharp and vibrant visuals, making it ideal for watching videos, browsing, and working on documents.38Wh Long-Lasting Battery: The 5000mAh battery provides extended usage time, allowing you to work or enjoy entertainment for hours without needing to recharge frequently.Smooth Performance: Powered by the Intel Celeron N4020 processor clocked up to 2.8GHz, along with 4GB RAM and a 128GB SSD, this laptop ensures quick multitasking and fast program loading.Multiple Ports: Equipped with USB 3.0, Type-C, Mini HDMI, a Micro SD card slot, and a 3.5mm audio jack, it offers versatile connectivity options for all your devices and accessories.Built for Daily Use: Lightweight at just 1.3kg, it features a webcam, stereo speakers, Bluetooth, and WiFi, making it perfect for everyday tasks, video calls, and entertainment on the go.›See more product details","{'Brand': '\u200eNeopticon', 'Manufacturer': '\u200eKaynes Electronics Manufacturing Pvt. Ltd. (KEMPL)', 'Series': '\u200eBrowseBook', 'Colour': '\u200eGray', 'Form Factor': '\u200eLaptop', 'Standing screen display size': '\u200e14.1 Inches', 'Screen Resolution': '\u200e1920 x 1080 pixels', 'Resolution': '\u200e1920 x 1080', 'Package Dimensions': '\u200e38.9 x 27.8 x 11.4 cm; 1.3 kg', 'Batteries': '\u200e1 Lithium Polymer batteries required. (included)', 'Item model number': '\u200eBBN40412814', 'Processor Brand': '\u200eIntel', 'Processor Type': '\u200eCeleron N4020', 'Processor Speed': '\u200e2.8 GHz', 'Processor Count': '\u200e2', 'Memory Technology': '\u200eLPDDR4', 'Computer Memory Type': '\u200eDDR4 SDRAM', 'Maximum Memory Supported': '\u200e4 GB', 'Hard Drive Size': '\u200e128 GB', 'Hard Disk Description': '\u200eSSD', 'Speaker Description': '\u200e2W X 2 box steieos Speakers', 'Graphics Coprocessor': '\u200eIntel Integrated Intel UHD Graphics', 'Graphics Chipset Brand': '\u200eIntel', 'Graphics Card Description': '\u200eIntegrated', 'Graphics RAM Type': '\u200eDDR4 SDRAM', 'Graphics Card Interface': '\u200eIntegrated', 'Connectivity Type': '\u200eWi-Fi', 'Number of USB 2.0 Ports': '\u200e1', 'Number of USB 3.0 Ports': '\u200e1', 'Number of HDMI Ports': '\u200e1', 'Rear Webcam Resolution': '\u200e2 MP', 'Hardware Platform': '\u200ePC', 'Operating System': '\u200eWindows 11 Home', 'Are Batteries Included': '\u200eYes', 'Lithium Battery Energy Content': '\u200e38 Watt Hours', 'Number of Lithium Ion Cells': '\u200e3', 'Included Components': '\u200e1 adapter, 1 keyboard protection cover, 1 laptop, 1 user manual, 1 warranty card', 'Country of Origin': '\u200eIndia', 'Item Weight': '\u200e1 kg 300 g'}"
3,"acer Aspire Lite, AMD Ryzen 3-7330U, 16GB RAM, 512GB SSD, Full HD IPS, 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.6 KG, AL15-41, Metal Body, Premium Thin and Light Laptop",3.9,"(2,071)","24,490.",400+ boughtin past month,-38%,"₹30,990","{'Brand': 'acer', 'Model Name': 'Aspire Lite', 'Screen Size': '15.6 Inches', 'Colour': 'Steel Gray', 'Hard Disk Size': '512 GB', 'CPU Model': 'Ryzen 3', 'RAM Memory Installed Size': '16 GB', 'Operating System': 'Windows 11 Home', 'Special Feature': 'Lightweight', 'Graphics Card Description': 'Integrated'}",acer,Aspire Lite,15.6 Inches,Steel Gray,512 GB,Ryzen 3,16 GB,Windows 11 Home,Lightweight,Integrated,"About this itemProcessor: AMD Ryzen 3 7330U processor with AMD Radeon GraphicsVisibly Stunning: 15.6"" Full HD TN 1920 x 1080, high-brightness TFT LCD : 16:9 aspect ratio, Ultra-slim design ,Mercury free, environment friendlyInternal Specifications: RAM - Dual channel DDR4, 2 SODIMM sockets, 16 GB of DDR4 Memory Upgradable up to 32GB, DDR4 3200 MHz; Storage : 1TB, PCIe Gen3 8 Gb/s up to 4 lanes, NVMe Upgradable up to 1 TBPorts: 2 x USB 2.0 (Type A), 1 x USB 3.2 Gen 1 (Type A), 1 x USB 3.2 Gen 2 (Type C)Keyboard: 100-/101-/104-key keyboard with independent numeric keypad, international language support›See more product details","{'Brand': '\u200eacer', 'Manufacturer': '\u200eAcer', 'Series': '\u200eAspire Lite', 'Colour': '\u200eSteel Gray', 'Form Factor': '\u200eUltra-Portable', 'Item Height': '\u200e49.2 Centimeters', 'Item Width': '\u200e33.5 Centimeters', 'Standing screen display size': '\u200e15.6 Inches', 'Screen Resolution': '\u200e1920 x 1080 pixels', 'Resolution': '\u200e1920 x 1080 Pixels', 'Product Dimensions': '\u200e9.1 x 33.5 x 49.2 cm; 1.6 kg', 'Batteries': '\u200e1 AA batteries required. (included)', 'Item model number': '\u200eAL15-41', 'Processor Brand': '\u200eAMD', 'Processor Type': '\u200eRyzen 3', 'Processor Speed': '\u200e2.3 GHz', 'Processor Count': '\u200e1', 'RAM Size': '\u200e16 GB', 'Memory Technology': '\u200eDDR4', 'Computer Memory Type': '\u200eDDR4 SDRAM', 'Maximum Memory Supported': '\u200e32 GB', 'Hard Drive Size': '\u200e512 GB', 'Hard Disk Description': '\u200eSSD', 'Hard Drive Interface': '\u200eSolid State', 'Audio Details': '\u200eSpeakers', 'Graphics Coprocessor': '\u200eAMD Radeon R3', 'Graphics Chipset Brand': '\u200eAMD', 'Graphics Card Description': '\u200eIntegrated', 'Graphics RAM Type': '\u200eSDRAM', 'Graphics Card Interface': '\u200eIntegrated', 'Connectivity Type': '\u200eWi-Fi', 'Wireless Type': '\u200eBluetooth', 'Number of USB 2.0 Ports': '\u200e2', 'Number of USB 3.0 Ports': '\u200e2', 'Number of HDMI Ports': '\u200e1', 'Wattage': '\u200e65 Watts', 'Operating System': '\u200eWindows 11 Home', 'Average Battery Life (in hours)': '\u200e7 Hours', 'Are Batteries Included': '\u200eYes', 'Lithium Battery Energy Content': '\u200e36 Watt Hours', 'Lithium Battery Weight': '\u200e0.5 Grams', 'Number of Lithium Ion Cells': '\u200e3', 'Number of Lithium Metal Cells': '\u200e3', 'Included Components': '\u200e\u200e1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)', 'Country of Origin': '\u200eChina', 'Item Weight': '\u200e1 kg 600 g'}"
4,"ASUS Gaming V16 (2025) 14th Gen,Intel Core 7 240H Gaming Laptop (RTX 4050-6GB/16GB RAM/512GB SSD/Windows 11 Home/16/144Hz/M365*/Office Home 2024, Matte Black,1.95 Kg),V3607VU-RP275WS",4.0,(48),"99,990.",50+ boughtin past month,-17%,"₹94,990","{'Brand': 'ASUS', 'Model Name': 'ASUS Vivobook 16', 'Screen Size': '16 Inches', 'Colour': 'Black | Core 7 240H', 'Hard Disk Size': '512 GB', 'CPU Model': 'Intel Core 7', 'RAM Memory Installed Size': '16 GB', 'Operating System': 'Windows 11 Home', 'Special Feature': 'Anti-glare display, Backlit Keyboard, Precision touchpad', 'Graphics Card Description': 'Integrated'}",ASUS,ASUS Vivobook 16,16 Inches,Black | Core 7 240H,512 GB,Intel Core 7,16 GB,Windows 11 Home,"Anti-glare display, Backlit Keyboard, Precision touchpad",Integrated,"About this itemProcessor : Intel Core 7 Processor 240H 2.5 GHz (24MB Cache, up to 5.2 GHz, 10 cores, 16 Threads)Display : FHD+ (1920 x 1200) 16:10 aspect ratio, 144Hz refresh rate, 300nits Brightness| Keyboard : Backlit Chiclet Keyboard with Num-keyGraphics : NVIDIA GeForce RTX 4050 Laptop GPU (194 AI TOPs)【Software : Microsoft 365 Basic with 100GB Cloud Storage for 1 Year + Office Home 2024 with lifetime validity | Operating System : Windows 11 Home】Memory : 16GB DDR5 RAM| Storage : 512GB M.2 NVMe PCIe 4.0 SSD›See more product details","{'Brand': '\u200eASUS', 'Manufacturer': '\u200eASUS', 'Series': '\u200eASUS Vivobook 16', 'Colour': '\u200eBlack | Core 7 240H', 'Form Factor': '\u200egaming', 'Standing screen display size': '\u200e16 Inches', 'Screen Resolution': '\u200e1920 x 1200 pixels', 'Resolution': '\u200e1920 x 1200 Pixels', 'Package Dimensions': '\u200e49 x 37.7 x 6.5 cm; 1.95 kg', 'Batteries': '\u200e1 P76 batteries required. (included)', 'Item model number': '\u200eV3607VU-RP275WS', 'Processor Brand': '\u200eIntel', 'Processor Type': '\u200eIntel Core 7', 'Processor Speed': '\u200e2.5 GHz', 'Processor Count': '\u200e10', 'Memory Technology': '\u200eDDR5', 'Computer Memory Type': '\u200eDDR5 RAM', 'Maximum Memory Supported': '\u200e16 GB', 'Hard Drive Size': '\u200e512 GB', 'Hard Disk Description': '\u200eSSD', 'Hard Drive Interface': '\u200eUSB', 'Graphics Coprocessor': '\u200eNVIDIA GeForce RTX 4050', 'Graphics Chipset Brand': '\u200eIntel', 'Graphics Card Description': '\u200eIntegrated', 'Graphics RAM Type': '\u200eGDDR6', 'Graphics Card Ram Size': '\u200e6 GB', 'Graphics Card Interface': '\u200eIntegrated', 'Connectivity Type': '\u200eWi-Fi', 'Wireless Type': '\u200eBluetooth', 'Number of HDMI Ports': '\u200e1', 'Wattage': '\u200e45.00', 'Optical Drive Type': '\u200eNo Optical Storage', 'Operating System': '\u200eWindows 11 Home', 'Are Batteries Included': '\u200eYes', 'Lithium Battery Energy Content': '\u200e63 Watt Hours', 'Number of Lithium Ion Cells': '\u200e3', 'Included Components': '\u200eLaptop, Power Adaptor, User Guide, Warranty Documents', 'Country of Origin': '\u200eChina', 'Item Weight': '\u200e1 kg 950 g'}"
5,"ASUS TUF Gaming A15, AMD Ryzen 7 7435HS Gaming Laptop(NVIDIA RTX 3050-4GB/60W TGP/16GB RAM/512GB SSD/FHD/15.6""/144Hz/RGB KB/48WHr/Windows 11//Graphite Black/2.30 Kg) FA506NCR-HN054W",4.2,(614),"71,800.",100+ boughtin past month,-19%,"₹67,990","{'Brand': 'ASUS', 'Model Name': 'TUF Gaming F15', 'Screen Size': '15.6 Inches', 'Colour': 'Black, R7 | RTX 3050', 'Hard Disk Size': '512 GB', 'CPU Model': 'AMD Ryzen 7', 'RAM Memory Installed Size': '16 GB', 'Operating System': 'Windows 11 Home', 'Special Feature': 'Anti-glare display', 'Graphics Card Description': 'Dedicated'}",ASUS,TUF Gaming F15,15.6 Inches,"Black, R7 | RTX 3050",512 GB,AMD Ryzen 7,16 GB,Windows 11 Home,Anti-glare display,Dedicated,"About this itemProcessor, Memory & Storage : AMD Ryzen 7 7435HS Mobile Processor 3.1GHz (20MB Cache, up to 4.5 GHz, 8 cores, 16 Threads) | Memory : 16GB DDR5-4800 SO-DIMM | Storage : 512GB PCIe 4.0 NVMe M.2 SSDOperating System & Software : Windows 11 Home | 1-month trial for new Microsoft 365 customers. Credit card required | Xbox Game Pass for PC_3 monthsDisplay & Graphics : 15.6-inch (39.6 cm), FHD (1920 x 1080) 16:9, 144Hz Refresh Rate, 250nits Brightness, Anti-glare display, 62.5% SRGB | Graphics : NVIDIA GeForce RTX 3050 Laptop GPU (4GB GDDR6 dedicated )Ports & Connectivity : 1x RJ45 LAN port, 1x USB 3.2 Gen 2 Type-C with support for DisplayPort (data speed up to 10Gbps), 3x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps), 1x HDMI 2.1 TMDS, 1x 3.5mm Combo Audio JackOther Features : 720P HD camera, AI noise-canceling technology, 2-speaker system, Built-in array microphone, DTS Audio Processing | Keyboard : Backlit Chiclet Keyboard 1-Zone RGB | Battery : 48WHrs, 3S1P, 3-cell Li-ion, Recharge from 0-50% in 30 minutes›See more product details","{'Brand': '\u200eASUS', 'Manufacturer': '\u200eASUS', 'Series': '\u200eTUF Gaming F15', 'Colour': '\u200eBlack, R7 | RTX 3050', 'Form Factor': '\u200eUltra-Portable', 'Item Height': '\u200e43.2 Centimeters', 'Item Width': '\u200e31 Centimeters', 'Standing screen display size': '\u200e15.6 Inches', 'Screen Resolution': '\u200e1920 x 1080 pixels', 'Resolution': '\u200e1920 x 1080 Pixels', 'Product Dimensions': '\u200e10.4 x 31 x 43.2 cm; 2.3 kg', 'Batteries': '\u200e1 Lithium Ion batteries required. (included)', 'Item model number': '\u200eFA506NCR-HN054W', 'Processor Brand': '\u200eAMD', 'Processor Type': '\u200eAMD Ryzen 7', 'Processor Speed': '\u200e3.1 GHz', 'Processor Count': '\u200e8', 'RAM Size': '\u200e16', 'Memory Technology': '\u200eDDR5', 'Computer Memory Type': '\u200eDDR5 RAM', 'Maximum Memory Supported': '\u200e32 GB', 'Hard Drive Size': '\u200e512 GB', 'Hard Disk Description': '\u200eSSD', 'Hard Drive Interface': '\u200eUSB', 'Audio Details': '\u200eHeadphones', 'Speaker Description': '\u200eDTS Software', 'Graphics Coprocessor': '\u200eNVIDIA GeForce RTX 3050', 'Graphics Chipset Brand': '\u200eNVIDIA', 'Graphics Card Description': '\u200eDedicated', 'Graphics RAM Type': '\u200eGDDR6', 'Graphics Card Ram Size': '\u200e4 GB', 'Graphics Card Interface': '\u200ePCI Express', 'Connectivity Type': '\u200eWi-Fi', 'Wireless Type': '\u200e802.11bgn, Bluetooth', 'Number of HDMI Ports': '\u200e1', 'Voltage': '\u200e240 Volts', 'Optical Drive Type': '\u200eNo Optical Storage', 'Operating System': '\u200eWindows 11 Home', 'Average Battery Life (in hours)': '\u200e3 Hours', 'Are Batteries Included': '\u200eYes', 'Lithium Battery Energy Content': '\u200e48 Watt Hours', 'Number of Lithium Ion Cells': '\u200e3', 'Included Components': '\u200eLaptop, Adapter & User Manuals', 'Country of Origin': '\u200eChina', 'Item Weight': '\u200e2 kg 300 g'}"
6,"HP 14s Intel Celeron Dual Core N4500 Laptop (8GB/512GB SSD/Win 11) 14.0"" HD Display, MSO 24, Black, 1.46kg, DQ3149TU Thin and Light Business Laptop",4.1,(10),"36,990.",200+ boughtin past month,-13%,"₹26,490","{'Brand': 'HP', 'Model Name': 'DQ3149TU', 'Screen Size': '14 Inches', 'Colour': 'Black', 'Hard Disk Size': '512 GB', 'CPU Model': 'Celeron', 'RAM Memory Installed Size': '8 GB', 'Operating System': 'Windows 11 Home', 'Special Feature': 'Anti Glare Coating, Lightweight', 'Graphics Card Description': 'Integrated'}",HP,DQ3149TU,14 Inches,Black,512 GB,Celeron,8 GB,Windows 11 Home,"Anti Glare Coating, Lightweight",Integrated,"About this itemProcessor - Intel Celeron N4500 (up to 2.8 GHz burst frequency, 4 MB L3 cache, 2 cores, 2 threads) ; Memory - 8GB DDR4-2933 MT/s (1 x 8 GB); Storage -512 GB PCIe NVMe M.2 SSDDisplay and Graphics - 35.6 cm (14"") diagonal, HD (1366 x 768), micro-edge, anti-glare, 250 nits,45% NTSC ; Graphics -Intel UHD GraphicsOperating System & Preinstalled Software: Windows 11 Home Single Language| MS Office Home 2024 India + MISC PC Game Pass DA 3M| 1 year Microsoft 365 Basic FreePorts - 1 USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors); 2 USB Type-A 5Gbps signaling rate; 1 AC smart pin; 1 HDMI 1.4b; 1 headphone/microphone combo|Other Features: Camera : HP True Vision 720p HD camera with integrated dual array digital microphones|Audio: Dual speaker| Battery: 3-cell, 41 Wh Li-ion; Support battery fast charge|Keyboard : Full-size, jet black keyboard›See more product details","{'Brand': '\u200eHP', 'Manufacturer': '\u200eHP', 'Series': '\u200eDQ3149TU', 'Colour': '\u200eBlack', 'Form Factor': '\u200eClamshell', 'Standing screen display size': '\u200e14 Inches', 'Screen Resolution': '\u200e1366 x 768 pixels', 'Resolution': '\u200e1366 x 768 Pixels', 'Package Dimensions': '\u200e48.4 x 30.6 x 6.9 cm; 1.46 kg', 'Batteries': '\u200e1 Lithium Polymer batteries required. (included)', 'Item model number': '\u200e14s-dq3149TU', 'Processor Brand': '\u200eIntel', 'Processor Type': '\u200eCeleron', 'Processor Speed': '\u200e2.8 GHz', 'Processor Count': '\u200e1', 'Memory Technology': '\u200eDDR4', 'Computer Memory Type': '\u200eDDR4 SDRAM', 'Maximum Memory Supported': '\u200e8 GB', 'Hard Drive Size': '\u200e512 GB', 'Hard Disk Description': '\u200eSSD', 'Hard Drive Interface': '\u200eUSB', 'Speaker Description': '\u200eDual Speakers', 'Graphics Coprocessor': '\u200eIntel UHD Graphics', 'Graphics Chipset Brand': '\u200eIntel', 'Graphics Card Description': '\u200eIntegrated', 'Graphics RAM Type': '\u200eDDR4 SDRAM', 'Graphics Card Interface': '\u200eIntegrated', 'Connectivity Type': '\u200eWi-Fi', 'Wireless Type': '\u200eBluetooth', 'Number of USB 2.0 Ports': '\u200e2', 'Number of USB 3.0 Ports': '\u200e1', 'Number of HDMI Ports': '\u200e1', 'Operating System': '\u200eWindows 11 Home', 'Average Battery Life (in hours)': '\u200e5 Hours', 'Are Batteries Included': '\u200eYes', 'Lithium Battery Energy Content': '\u200e41 Watt Hours', 'Number of Lithium Ion Cells': '\u200e3', 'Included Components': '\u200eLaptop, charger', 'Item Weight': '\u200e1 kg 460 g'}"
