product_title,rating,total_rating,price,next_month_bought,offer,mrp,product_details_dict,brand,model_name,screen_size,colour,hard_disk_size,cpu_model,ram,os,special_features,graphics_card,about,technical_details_dict
"Samsung Galaxy Book4 (Gray, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core i5 1335U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port",4.1,(120),"45,049.",100+ boughtin past month,-37%,"₹49,950","{'Brand': 'Samsung', 'Model Name': 'Samsung Galaxy Book4', 'Screen Size': '15.6 Inches', 'Colour': 'Gray', 'Hard Disk Size': '512 GB', 'CPU Model': 'Intel Core i5', 'RAM Memory Installed Size': '16 GB', 'Operating System': 'Windows 11 Home', 'Special Feature': 'Fingerprint Reader, HD Audio, Memory Card Slot, Numeric Keypad', 'Graphics Card Description': 'Integrated'}",Samsung,Samsung Galaxy Book4,15.6 Inches,Gray,512 GB,Intel Core i5,16 GB,Windows 11 Home,"Fingerprint Reader, HD Audio, Memory Card Slot, Numeric Keypad",Integrated,"About this itemProcessor: Intel Core i5 Processor 1335U (1.3 GHz Up to 4.6 GHz 12 MB Smart Cache) | Memory: 16 GB LPDDR4X Memory | Storage: 512GB SSD| Intel Iris XE GraphicsOperating System: Windows 11 Home | Pre-Installed Software: MS Office Home & Student 2021, Galaxy Ecosystem AppsDisplay: 15.6"" Inch (39.6cm) Full HD, (1920 x 1080) Resolution | 16:9 Aspect Ratio | 300 Nits Brightness | 60Hz Refresh RatePorts: 2 USB Type-C, 2 USB 3.2 Type-A, 1 HDMI, 1 MicroSD Card Reader, 1 RJ45 LAN Port | Wi-Fi 6 | Without CD-drive |Battery: 54 Watt Hours, Charger: 45W USB Type-C AdapterCamera: 1MP with 720p| Dolby Atmos | Microphone: 1 Headphone out/Mic-in Combo | FingerPrint Reader›See more product details","{'Brand': '\u200eSamsung', 'Manufacturer': '\u200eSamsung', 'Series': '\u200eSamsung Galaxy Book4', 'Colour': '\u200eGray', 'Form Factor': '\u200eUltra-Portable', 'Item Height': '\u200e50 Centimeters', 'Item Width': '\u200e29.8 Centimeters', 'Standing screen display size': '\u200e15.6 Inches', 'Screen Resolution': '\u200e1920 x 1080 pixels', 'Resolution': '\u200e1920 x 1080 Pixels', 'Product Dimensions': '\u200e6.6 x 29.8 x 50 cm; 1.55 kg', 'Batteries': '\u200e1 Lithium Ion batteries required. (included)', 'Item model number': '\u200eNP750XGJ-KG2IN', 'Processor Brand': '\u200eIntel', 'Processor Type': '\u200eIntel Core i5', 'Processor Speed': '\u200e1.3 GHz', 'Processor Count': '\u200e1', 'RAM Size': '\u200e16 GB', 'Memory Technology': '\u200eLPDDR4X', 'Computer Memory Type': '\u200eDDR4 SDRAM', 'Maximum Memory Supported': '\u200e16 GB', 'Memory Clock Speed': '\u200e4.6 GHz', 'Hard Drive Size': '\u200e512 GB', 'Hard Disk Description': '\u200eSSD', 'Hard Drive Interface': '\u200eSolid State', 'Audio Details': '\u200eHeadphones, Speakers', 'Speaker Description': '\u200eDolby Atmos', 'Graphics Coprocessor': '\u200eIntel Iris Xe Graphics', 'Graphics Chipset Brand': '\u200eIntel', 'Graphics Card Description': '\u200eIntegrated', 'Graphics RAM Type': '\u200eShared', 'Graphics Card Ram Size': '\u200e1616 GB', 'Graphics Card Interface': '\u200eIntegrated', 'Connectivity Type': '\u200eBluetooth, Wi-Fi', 'Wireless Type': '\u200e802.11ax, Bluetooth', 'Number of USB 3.0 Ports': '\u200e2', 'Number of HDMI Ports': '\u200e1', 'Voltage': '\u200e15.4 Volts', 'Wattage': '\u200e45 Watts', 'Front Webcam Resolution': '\u200e1 MP', 'Operating System': '\u200eWindows 11 Home', 'Are Batteries Included': '\u200eYes', 'Lithium Battery Energy Content': '\u200e54 Watt Hours', 'Lithium Battery Weight': '\u200e220 Grams', 'Number of Lithium Ion Cells': '\u200e4', 'Included Components': '\u200eNotebook,45W Charger,Data Cable(USB-C to C, 1.8m),Quick Start Guide,,', 'Item Weight': '\u200e1 kg 550 g'}"
"ASUS Vivobook 14,Intel Core i3-1315U Processor, (8GB RAM/512GB SSD/14 FHD (1920 x 1080)/Win 11/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.40 kg), X1404VA-NK760WS",3.9,(441),"34,990.",,-33%,"₹34,990","{'Brand': 'ASUS', 'Model Name': 'ASUS Vivobook 14', 'Screen Size': '14 Inches', 'Colour': 'Corei3-13 | Blue', 'Hard Disk Size': '512 GB', 'CPU Model': 'Core i3', 'RAM Memory Installed Size': '8 GB', 'Operating System': 'Windows 11 Home', 'Special Feature': '60Hz refresh rate, Anti-glare display', 'Graphics Card Description': 'Integrated'}",ASUS,ASUS Vivobook 14,14 Inches,Corei3-13 | Blue,512 GB,Core i3,8 GB,Windows 11 Home,"60Hz refresh rate, Anti-glare display",Integrated,"About this itemProcessor : Intel Core i3-1315U Processor 1.2 GHz (10MB Cache, up to 4.5 GHz, 6 cores, 8 Threads)Display : 14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, 60Hz refresh rate, 250nits Brightness| Keyboard : Backlit Chiclet KeyboardGraphics : Intergrated Intel UHD Graphics【Software : Microsoft 365 Basic with 100GB Cloud Storage for 1 Year + Office Home 2024 with lifetime validity | Operating System : Windows 11 Home】Memory : DDR4 8GB RAM| 512GB M.2 NVMe PCIe 4.0 SSD›See more product details","{'Brand': '\u200eASUS', 'Manufacturer': '\u200eASUS', 'Series': '\u200eASUS Vivobook 14', 'Colour': '\u200eCorei3-13 | Blue', 'Form Factor': '\u200eClamshell', 'Standing screen display size': '\u200e14 Inches', 'Screen Resolution': '\u200e1920 x 1080 pixels', 'Resolution': '\u200e1920 x 1080 Pixels', 'Package Dimensions': '\u200e45.1 x 28.6 x 6.4 cm; 1.23 kg', 'Item model number': '\u200eX1404VA-NK760WS', 'Processor Brand': '\u200eIntel', 'Processor Type': '\u200eCore i3', 'Processor Speed': '\u200e1.2 GHz', 'Processor Count': '\u200e5', 'Memory Technology': '\u200eDDR4', 'Computer Memory Type': '\u200eDDR4 SDRAM', 'Maximum Memory Supported': '\u200e8 GB', 'Hard Drive Size': '\u200e512 GB', 'Hard Disk Description': '\u200eSSD', 'Hard Drive Interface': '\u200eUSB', 'Graphics Coprocessor': '\u200eIntel UHD Graphics', 'Graphics Chipset Brand': '\u200eIntel', 'Graphics Card Description': '\u200eIntegrated', 'Graphics RAM Type': '\u200eShared', 'Graphics Card Interface': '\u200eIntegrated', 'Connectivity Type': '\u200eWi-Fi', 'Wireless Type': '\u200e802.11ax', 'Number of USB 2.0 Ports': '\u200e1', 'Number of HDMI Ports': '\u200e1', 'Optical Drive Type': '\u200eNo Optical Storage', 'Operating System': '\u200eWindows 11 Home', 'Are Batteries Included': '\u200eYes', 'Lithium Battery Energy Content': '\u200e42 Watt Hours', 'Number of Lithium Ion Cells': '\u200e3', 'Included Components': '\u200eLaptop, Power Adaptor, User Guide, Warranty Documents', 'Item Weight': '\u200e1 kg 230 g'}"
"GIGABYTE AERO 16 YE5, 16.0"" Inch UHD+ OLED 60Hz, Intel Core i9-12900HK 12th Gen, RTX 3080Ti 16GB Graphics, Creator Laptop (32GB DDR5 RAM/Windows 11 Home/Gen4 1TB SSD/Office 365/ Silver)",,,"1,74,990.",,-11%,"₹2,55,750","{'Brand': 'GIGABYTE', 'Model Name': 'AERO 16 YE5', 'Screen Size': '16 Inches', 'Colour': 'Silver', 'Hard Disk Size': '1 TB', 'CPU Model': 'Core i9', 'Operating System': 'Windows 11', 'Special Feature': 'Backlit Keyboard, Thin, Webcam', 'Graphics Card Description': 'Dedicated', 'Graphics Coprocessor': 'NVIDIA GeForce RTX 3080 Ti'}",GIGABYTE,AERO 16 YE5,16 Inches,Silver,1 TB,Core i9,,Windows 11,"Backlit Keyboard, Thin, Webcam",Dedicated,About this itemBacklit KeyboardWebcamThin›See more product details,"{'Brand': '\u200eGIGABYTE', 'Manufacturer': '\u200egigabyte', 'Series': '\u200eAERO 16 YE5', 'Colour': '\u200eSilver', 'Form Factor': '\u200eLaptop', 'Standing screen display size': '\u200e16 Inches', 'Screen Resolution': '\u200e3840x2400', 'Resolution': '\u200e3840 x 2400', 'Package Dimensions': '\u200e43.96 x 31.5 x 9.1 cm; 4.45 kg', 'Item model number': '\u200eAERO 16 YE5', 'Processor Type': '\u200eCore i9', 'Processor Speed': '\u200e2.5 GHz', 'Processor Count': '\u200e1', 'RAM Size': '\u200e32 GB', 'Computer Memory Type': '\u200eDDR5 RAM', 'Maximum Memory Supported': '\u200e32 GB', 'Hard Drive Size': '\u200e1 TB', 'Hard Disk Description': '\u200e1TB NVMe SSD', 'Audio Details': '\u200eSpeakers', 'Graphics Coprocessor': '\u200eNVIDIA GeForce RTX 3080 Ti', 'Graphics Chipset Brand': '\u200eIntel', 'Graphics Card Description': '\u200eDedicated', 'Graphics Card Ram Size': '\u200e16 GB', 'Connectivity Type': '\u200eBluetooth, Wi-Fi', 'Voltage': '\u200e37.2 Volts', 'Power Source': '\u200eBattery Powered', 'Hardware Platform': '\u200ePC', 'Operating System': '\u200eWindows 11', 'Average Battery Life (in hours)': '\u200e6 Hours', 'Item Weight': '\u200e4 kg 450 g'}"
"Lenovo LOQ AMD Ryzen 7 7435HS| NVIDIA RTX 4050 6GB (16GB RAM/512GB SSD/144Hz Refresh Rate/15.6"" (39.6cm)/Windows 11/Office Home 2024/3 Mon. Game Pass/Grey/2.4Kg), 83JC00MVIN AI Gaming Laptop",4.2,(9),"83,290.",100+ boughtin past month,-25%,"₹83,290","{'Brand': 'Lenovo', 'Model Name': 'LOQ', 'Screen Size': '15.6 Inches', 'Colour': 'Luna Grey', 'Hard Disk Size': '512 GB', 'CPU Model': 'Ryzen 7', 'RAM Memory Installed Size': '16 GB', 'Operating System': 'Windows 11 Home', 'Special Feature': 'Backlit Keyboard, HD Audio', 'Graphics Card Description': 'Dedicated'}",Lenovo,LOQ,15.6 Inches,Luna Grey,512 GB,Ryzen 7,16 GB,Windows 11 Home,"Backlit Keyboard, HD Audio",Dedicated,"About this itemProcessor: AMD Ryzen 7 7435HS (8C / 16T, 3.1 / 4.5GHz, 4MB L2 /16MB L3)Display: 15.6"" FHD (1920x1080) IPS Technology | 144 Hz Refresh Rate | 100pct. sRGB |Brightness: 300Nits Anti-glare || Connectivity : Wi-Fi 6, 802.11ax 2x2 | BT5.2Memory: 2x8GB SO-DIMM DDR5-4800, Max Memory :-Up to 32GB DDR5-4800 | Storage: 512GB SSD M.2 2242 PCIe 4.0x4 NVMeGraphics: NVIDIA GeForce RTX 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 105W | G-Sync || Cooling: Hyperchamber thermal design is a game-changer. Dual fans spin outward, expelling heat eciently from the rear end, and the sealed chamber grants an extra 10W of power in Extreme Mode, reduces skin temperature, and minimizes noiseAI Engine + : The Lenovo AI Engine+ and Lenovo LA1 AI Chip work together with the MUX Switch with NVIDIA Advanced Optimus for a truly epic boost in performance, at levels you've never seen before.›See more product details","{'Brand': '\u200eLenovo', 'Manufacturer': '\u200eLenovo', 'Series': '\u200eLOQ', 'Colour': '\u200eLuna Grey', 'Form Factor': '\u200eGaming Laptop', 'Standing screen display size': '\u200e15.6 Inches', 'Screen Resolution': '\u200e1920 x 1080 pixels', 'Resolution': '\u200e1920 x 1080 Pixels', 'Package Dimensions': '\u200e54.29 x 35.9 x 8.4 cm; 2.38 kg', 'Batteries': '\u200e1 D batteries required. (included)', 'Item model number': '\u200e15ARP10', 'Processor Brand': '\u200eAMD', 'Processor Type': '\u200eRyzen 7', 'Processor Speed': '\u200e3.1 GHz', 'Processor Count': '\u200e8', 'Memory Technology': '\u200eDDR5', 'Computer Memory Type': '\u200eDDR5 RAM', 'Maximum Memory Supported': '\u200e32 GB', 'Memory Clock Speed': '\u200e4800 GHz', 'Hard Drive Size': '\u200e512 GB', 'Hard Disk Description': '\u200eSSD', 'Hard Drive Interface': '\u200ePCIE x 4', 'Speaker Description': '\u200eStereo speakers, 2W x2, optimized with Nahimic Audio', 'Graphics Coprocessor': '\u200eNVIDIA GeForce RTX 4050', 'Graphics Chipset Brand': '\u200eNVIDIA', 'Graphics Card Description': '\u200eDedicated', 'Graphics RAM Type': '\u200eShared', 'Graphics Card Ram Size': '\u200e6 GB', 'Graphics Card Interface': '\u200ePCI Express', 'Wireless Type': '\u200e802.11ax', 'Number of USB 3.0 Ports': '\u200e4', 'Optical Drive Type': '\u200eNot Available', 'Operating System': '\u200eWindows 11 Home', 'Average Battery Life (in hours)': '\u200e6 Hours', 'Are Batteries Included': '\u200eYes', 'Lithium Battery Energy Content': '\u200e60 Watt Hours', 'Number of Lithium Ion Cells': '\u200e4', 'Included Components': '\u200eLaptop, Power Adapter, User Guide', 'Country of Origin': '\u200eChina', 'Item Weight': '\u200e2 kg 380 g'}"
"ASUS Vivobook 15, Smartchoice, AMD Ryzen 7 5825U, 16GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Quiet Blue, 1.7Kg, M1502YA-BQ703WS, AMD Radeon iGPU, M365 Basic (1Year)*, 42Whr Laptop",4.1,(97),"52,990.",100+ boughtin past month,-17%,"₹47,990","{'Brand': 'ASUS', 'Model Name': 'ASUS Vivobook 15', 'Screen Size': '15.6 Inches', 'Colour': 'Blue | R7 5825U', 'Hard Disk Size': '512 GB', 'CPU Model': 'Ryzen 7', 'RAM Memory Installed Size': '8 GB', 'Operating System': 'Windows 11 Home', 'Special Feature': '45% NTSC color gamut, Anti-glare display, Backlit Keyboard', 'Graphics Card Description': 'Integrated'}",ASUS,ASUS Vivobook 15,15.6 Inches,Blue | R7 5825U,512 GB,Ryzen 7,8 GB,Windows 11 Home,"45% NTSC color gamut, Anti-glare display, Backlit Keyboard",Integrated,"About this itemProcessor : AMD Ryzen 7 5825U Mobile Processor 2.0GHz (8-core/16-thread, 16MB cache, up to 4.5 GHz max boost)Display : 15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, 60Hz refresh rate, 250nits Brightness, 45% NTSC color gamut, Anti-glare display, 82% Screen-to-body ratio | Keyboard : Backlit Chiclet KeyboardMemory : 16GB DDR4 RAM | Storage : 512GB M.2 NVMe PCIe 3.0 SSD【Software : Microsoft 365 Basic with 100GB Cloud Storage for 1 Year + Office Home 2024 with lifetime validity | Operating System : Windows 11 Home】Graphics : Intergrated AMD Radeon Graphics | Battery : 42WHrs, 3S1P, 3-cell Li-ion›See more product details","{'Brand': '\u200eASUS', 'Manufacturer': '\u200eASUS', 'Series': '\u200eASUS Vivobook 15', 'Colour': '\u200eBlue | R7 5825U', 'Form Factor': '\u200eVivobook', 'Standing screen display size': '\u200e15.6 Inches', 'Screen Resolution': '\u200e1920 x 1080 pixels', 'Resolution': '\u200e1920 x 1080 Pixels', 'Package Dimensions': '\u200e48.4 x 38.79 x 6.6 cm; 1.7 kg', 'Item model number': '\u200eM1502YA-BQ703WS', 'Processor Brand': '\u200eAMD', 'Processor Type': '\u200eRyzen 7', 'Processor Speed': '\u200e2 GHz', 'Processor Count': '\u200e8', 'Memory Technology': '\u200eDDR4', 'Computer Memory Type': '\u200eDDR4 SDRAM', 'Maximum Memory Supported': '\u200e8 GB', 'Hard Drive Size': '\u200e512 GB', 'Hard Disk Description': '\u200eSSD', 'Hard Drive Interface': '\u200eUSB', 'Graphics Coprocessor': '\u200eAMD Radeon Graphics', 'Graphics Chipset Brand': '\u200eAMD', 'Graphics Card Description': '\u200eIntegrated', 'Graphics RAM Type': '\u200eShared', 'Graphics Card Interface': '\u200eIntegrated', 'Connectivity Type': '\u200eWi-Fi', 'Wireless Type': '\u200eBluetooth', 'Number of USB 2.0 Ports': '\u200e1', 'Number of HDMI Ports': '\u200e1', 'Optical Drive Type': '\u200eNo Optical Storage', 'Operating System': '\u200eWindows 11 Home', 'Are Batteries Included': '\u200eYes', 'Lithium Battery Energy Content': '\u200e42 Watt Hours', 'Number of Lithium Ion Cells': '\u200e3', 'Included Components': '\u200eLaptop, Power Adaptor, User Guide, Warranty Documents', 'Country of Origin': '\u200eChina', 'Item Weight': '\u200e1 kg 700 g'}"
"Lenovo Yoga Slim 7 (Smartchoice) Aura Edition Intel Core Ultra 5 226V,Copilot+ AI PC(16GB RAM/1TB SSD/14(35.5cm)/WUXGA OLED/40 Tops/Windows 11/Office Home 2024/Grey/1.19Kg), 83JX005FIN AI Laptop",4.3,(45),"88,990.",,-25%,"₹1,04,938","{'Brand': 'Lenovo', 'Model Name': 'Yoga Slim 7', 'Screen Size': '14 Inches', 'Colour': '2025 Aura | Ultra 5 226V', 'Hard Disk Size': '1 TB', 'CPU Model': 'Intel Core Ultra 5', 'RAM Memory Installed Size': '16 GB', 'Operating System': 'Windows 11 Home', 'Special Feature': 'Anti Glare Coating, HD Audio, Memory Card Slot', 'Graphics Card Description': 'Integrated'}",Lenovo,Yoga Slim 7,14 Inches,2025 Aura | Ultra 5 226V,1 TB,Intel Core Ultra 5,16 GB,Windows 11 Home,"Anti Glare Coating, HD Audio, Memory Card Slot",Integrated,"About this itemProcessor: Intel Evo Core Ultra 5 226V | 8C (4P + 4LPE) / 8T, Max Turbo upto 4.5GHz | 8 Cores | 8 Threads | Cache: 8MB || NPU: Integrated Intel AI Boost, up to 40 TOPSDisplay: 14"" WUXGA OLED (1920x1200) | 400Nits Typical Brightness, 600Nits Peak Brightness | 100% DCI-P3 |DisplayHDR True Black 500 | Dolby Vision | Anti Glare |TUV Low Blue Light CertifiedMemory and Storage: 16GB Soldered LPDDR5x-8533, Max Memory Max Memory 16GB soldered memory, not upgradable | 1TB SSD M.2 2242 PCIe 4.0x4 NVMeOS and Software: Windows 11 Home Single Language, English | Office Home 2024 | Xbox GamePass Ultimate 3-month subscriptionDesign: 4 side narrow bezel | 1.39 cm Ultra Thin & 1.19 kg Light | Backlight Keyboard | Case Material: Aluminium (Top), Aluminium (Bottom)[Speakers] 4 stereo speakers, 2W x2 (woofers), 2W x2 (tweeters), optimized with Dolby Atmos, Smart Amplifier (AMP) || Camera :- 5.0MP + IR with E-shutter.[Battery] Integrated Li-Polymer 70Wh battery, supports Rapid Charge Express (get 3 hours of runtime with a 15-minute charge) | Max Battery Life :- MobileMark 30@250nits: 17.5 hr | Local video (1080p) playback@150nits: 34 hr[Connectivity & Ports] Wi-Fi 7, 802.11be 2x2 + BT5.4 || Ports:- 1x USB-A (USB 5Gbps / USB 3.2 Gen 1) | 2x USB-C (Thunderbolt 4 / USB4 40Gbps), with USB PD 3.1 and DisplayPort 2.1 | 1x HDMI 2.1, up to 4K/60Hz | 1x Headphone / microphone combo jack (3.5mm)[Warranty] 1 Year Onsite + 1 Year Accidental Damage Protection + 1 Year Premium CareShow More›See more product details","{'Brand': '\u200eLenovo', 'Manufacturer': '\u200eLenovo', 'Series': '\u200eYoga Slim 7', 'Colour': '\u200e2025 Aura | Ultra 5 226V', 'Form Factor': '\u200eThin & Light', 'Standing screen display size': '\u200e14 Inches', 'Screen Resolution': '\u200e1920 x 1200 pixels', 'Resolution': '\u200e1920 x 1200', 'Package Dimensions': '\u200e47 x 28.7 x 7.8 cm; 1.19 kg', 'Batteries': '\u200e1 D batteries required. (included)', 'Item model number': '\u200e14ILL10', 'Processor Brand': '\u200eIntel', 'Processor Type': '\u200eIntel Core Ultra 5', 'Processor Speed': '\u200e3.5 GHz', 'Processor Count': '\u200e8', 'Memory Technology': '\u200eDDR5', 'Computer Memory Type': '\u200eDDR5 RAM', 'Maximum Memory Supported': '\u200e16 GB', 'Hard Drive Size': '\u200e1 TB', 'Hard Disk Description': '\u200e1TB NVMe M.2 SSD', 'Hard Drive Interface': '\u200eUSB', 'Audio Details': '\u200eHeadphones, Speakers', 'Speaker Description': '\u200e4 stereo speakers, 2W x2 (woofers), 2W x2 (tweeters), optimized with Dolby Atmos, Smart Amplifier (AMP)', 'Graphics Coprocessor': '\u200eIntegrated Intel Arc Graphics 130V', 'Graphics Chipset Brand': '\u200eIntel', 'Graphics Card Description': '\u200eIntegrated', 'Graphics RAM Type': '\u200eShared', 'Graphics Card Interface': '\u200eIntegrated', 'Connectivity Type': '\u200eWi-Fi', 'Wireless Type': '\u200e802.11ax', 'Number of USB 3.0 Ports': '\u200e3', 'Number of HDMI Ports': '\u200e1', 'Voltage': '\u200e15 Volts', 'Optical Drive Type': '\u200eNo Optical Drive', 'Front Webcam Resolution': '\u200e1080 MP', 'Operating System': '\u200eWindows 11 Home', 'Average Battery Life (in hours)': '\u200e17 Hours', 'Are Batteries Included': '\u200eYes', 'Lithium Battery Energy Content': '\u200e70 Watt Hours', 'Number of Lithium Ion Cells': '\u200e4', 'Included Components': '\u200eLaptop', 'Country of Origin': '\u200eChina', 'Item Weight': '\u200e1 kg 190 g'}"
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 14"" (35.56cm) FHD Thin & Light Laptop (8GB/256GB SDD/Windows 11/Office 2021/2Yr Warranty/3months Game Pass/Platinum Grey/1.5Kg), 81X700CWIN",4.2,(620),"36,996.",,-12%,"₹36,990","{'Brand': 'Lenovo', 'Model Name': 'IdeaPad', 'Screen Size': '14 Inches', 'Colour': 'PLATINUM_GREY', 'Hard Disk Size': '256 GB', 'CPU Model': 'Core i3', 'RAM Memory Installed Size': '8 GB', 'Operating System': 'Windows 11 Home', 'Special Feature': 'Anti Glare Coating, Lightweight, Thin', 'Graphics Card Description': 'Integrated'}",Lenovo,IdeaPad,14 Inches,PLATINUM_GREY,256 GB,Core i3,8 GB,Windows 11 Home,"Anti Glare Coating, Lightweight, Thin",Integrated,About this itemLightweightThinAnti Glare Coating›See more product details,"{'Brand': '\u200eLenovo', 'Manufacturer': '\u200eLenovo', 'Model': '\u200e81X700CWIN', 'Model Name': '\u200eIdeaPad', 'Model Year': '\u200e2021', 'Product Dimensions': '\u200e32.7 x 24.1 x 2 cm; 1.5 kg', 'Batteries': '\u200e1 Lithium Polymer batteries required. (included)', 'Item model number': '\u200e81X700CWIN', 'RAM Size': '\u200e8 GB', 'Memory Storage Capacity': '\u200e256 GB', 'Memory Slots Available': '\u200e2', 'Flash Memory Installed Size': '\u200e256 GB', 'Ram Memory Installed Size': '\u200e8 GB', 'RAM memory maximum size': '\u200e12 GB', 'Ram Memory Technology': '\u200eDDR4', 'Computer Memory Type': '\u200eDDR4 SDRAM', 'Hard Drive Size': '\u200e256 GB', 'Hard Drive Interface': '\u200eUSB 3.2', 'Hard Disk Description': '\u200eSSD', 'Optical Drive Type': '\u200eNo Optical Drive', 'Operating System': '\u200eWindows 11 Home', 'Processor Brand': '\u200eIntel', 'Processor Speed': '\u200e3 GHz', 'Processor Type': '\u200eCore i3', 'Processor Count': '\u200e2', 'Processor model number': '\u200e11th Gen Intel Core i3-1115G4', 'Hardware Interface': '\u200eHDMI, SDHC, SDXC, Secure Digital Card, USB, USB 2.0', 'Graphics Card Description': '\u200eIntegrated', 'Graphics Card Ram Size': '\u200e4 GB', 'Graphics RAM Type': '\u200eShared', 'Graphics Card Interface': '\u200eIntegrated', 'Graphics Coprocessor': '\u200eIntel UHD Graphics', 'Resolution': '\u200e1920 x 1080 Pixels', 'Compatible Devices': '\u200eUSB devices, HDMI-compatible displays, SD card readers, secure digital devices, Bluetooth-enabled devices', 'Special Features': '\u200eAnti Glare Coating, Lightweight, Thin', 'Chipset Type': '\u200eamd', 'Mounting Hardware': '\u200e1 N Laptop, 1 N User Manual', 'Number of items': '\u200e3', 'Software included': '\u200ePre-Installed: MS Office Home and Student 2019, Windows® 11 Home 64, English', 'Display Technology': '\u200eLED', 'Standing screen display size': '\u200e14 Inches', 'Display Type': '\u200eFHD', 'Screen Resolution': '\u200e1932 x 1080 pixel', 'Audio Output Type': '\u200eHeadphones, Speakers', 'Video Output': '\u200eHDMI', 'Wattage': '\u200e1.5 Watts', 'Power Source': '\u200eBattery Powered', 'Battery Average Life': '\u200e7 Hours', 'Battery Average Life Standby': '\u200e7 Hours', 'Batteries Included': '\u200eYes', 'Batteries Required': '\u200eYes', 'Battery cell composition': '\u200ePolymer', 'Wireless Type': '\u200eBluetooth', 'Number of Ports': '\u200e1', 'Total USB ports': '\u200e3', 'Keyboard Description': '\u200eChiclet', 'Connector Type': '\u200eEthernet, HDMI, USB, Wi-Fi', 'Device interface - primary': '\u200eKeyboard', 'Form Factor': '\u200eUltra-Portable', 'Device type': '\u200eultrabook', 'Supports Bluetooth Technology': '\u200eYes', 'Item Weight': '\u200e1 kg 500 g'}"
