product_title,rating,total_rating,price,next_month_bought,offer,mrp,product_details_dict,brand,model_name,screen_size,colour,hard_disk_size,cpu_model,ram,os,special_features,graphics_card,about,technical_details_dict
"Dell 15 Intel Core i5 13th Gen - 1334U, 16GB DDR4 RAM, 512GB SSD, FHD 15.6""/39.62 cm, Windows 11, MSO'24, Grey, 1.66kg, 120Hz 250 nits Display, 15 Month McAfee, Thin & Light Laptop",3.7,(468),"58,490.",50+ boughtin past month,-26%,"₹53,990","{'Brand': 'Dell', 'Model Name': 'Vostro 3530', 'Screen Size': '15.6 Inches', 'Colour': 'Silver', 'Hard Disk Size': '512 GB', 'CPU Model': 'Core i5', 'RAM Memory Installed Size': '16 GB', 'Operating System': 'Windows 11 Home', 'Special Feature': '10 Key Numeric Pad', 'Graphics Card Description': 'Integrated'}",Dell,Vostro 3530,15.6 Inches,Silver,512 GB,Core i5,16 GB,Windows 11 Home,10 Key Numeric Pad,Integrated,"About this itemProcessor: 13th Generation Intel Core i5-1334U (Up to 4.60GHz, 10 Cores, 12MB Cache)RAM: 16 GB: 2 x 8 GB, DDR4, 2666 MT/s & Storage: 512GB SSDDisplay: 15.6"" FHD WVA AG 120Hz 250 nits Narrow BorderStandard KeyboardSoftware: Pre-Loaded Windows 11 Home with Lifetime Validity | MS Office Home and Student 2024 with lifetime validity| McAfee Multi Device Security 15-month subscriptionPorts: 1 USB 3.2 Gen 1 Type-A port + 1 USB 3.2 Gen 1 Type-C data only, 1 USB 2.0 port, 1 headset jack, 1 HDMI 1.4 port*, 1 M.2 2230/2280 slot for solid-state drive, 1 SD 3.0 card slotWi-fi & Bluetooth: Realtek Wi-Fi 5 RTL8821CE, 1x1, 802.11ac, MU-MIMO, Bluetooth wireless card›See more product details","{'Brand': '\u200eDell', 'Manufacturer': '\u200eDell India Pvt Ltd', 'Series': '\u200eVostro 3530', 'Colour': '\u200eSilver', 'Form Factor': '\u200eStandard Laptop', 'Item Height': '\u200e45.9 Centimeters', 'Item Width': '\u200e35.4 Centimeters', 'Standing screen display size': '\u200e15.6 Inches', 'Screen Resolution': '\u200e1920 x 1080 pixels', 'Resolution': '\u200e1920 x 1080 Pixels', 'Product Dimensions': '\u200e7.2 x 35.4 x 45.9 cm; 1.62 kg', 'Batteries': '\u200e1 Lithium Ion batteries required. (included)', 'Item model number': '\u200eVostro 3530', 'Processor Brand': '\u200eIntel', 'Processor Type': '\u200eCore i5', 'Processor Speed': '\u200e4.6 GHz', 'Processor Count': '\u200e1', 'Memory Technology': '\u200eDDR4', 'Computer Memory Type': '\u200eDDR4 SDRAM', 'Maximum Memory Supported': '\u200e16 GB', 'Hard Drive Size': '\u200e512 GB', 'Hard Disk Description': '\u200eSSD', 'Hard Drive Interface': '\u200eUSB', 'Audio Details': '\u200eSpeakers', 'Graphics Coprocessor': '\u200eIntel UHD Graphics', 'Graphics Chipset Brand': '\u200eIntel', 'Graphics Card Description': '\u200eIntegrated', 'Graphics RAM Type': '\u200eShared', 'Graphics Card Interface': '\u200eIntegrated', 'Connectivity Type': '\u200eWi-Fi', 'Wireless Type': '\u200e802.11ac', 'Number of USB 2.0 Ports': '\u200e1', 'Number of USB 3.0 Ports': '\u200e2', 'Number of HDMI Ports': '\u200e1', 'Operating System': '\u200eWindows 11 Home', 'Average Battery Life (in hours)': '\u200e7 Hours', 'Are Batteries Included': '\u200eYes', 'Lithium Battery Energy Content': '\u200e41 Watt Hours', 'Number of Lithium Ion Cells': '\u200e3', 'Included Components': '\u200e\u200e\u200eLaptop, Battery, AC Adapter, User Guide, Manuals', 'Country of Origin': '\u200eChina', 'Item Weight': '\u200e1 kg 620 g'}"
"Samsung Galaxy Book4 (Gray, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core i5 1335U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port",4.1,(120),"45,049.",100+ boughtin past month,-37%,"₹49,950","{'Brand': 'Samsung', 'Model Name': 'Samsung Galaxy Book4', 'Screen Size': '15.6 Inches', 'Colour': 'Gray', 'Hard Disk Size': '512 GB', 'CPU Model': 'Intel Core i5', 'RAM Memory Installed Size': '16 GB', 'Operating System': 'Windows 11 Home', 'Special Feature': 'Fingerprint Reader, HD Audio, Memory Card Slot, Numeric Keypad', 'Graphics Card Description': 'Integrated'}",Samsung,Samsung Galaxy Book4,15.6 Inches,Gray,512 GB,Intel Core i5,16 GB,Windows 11 Home,"Fingerprint Reader, HD Audio, Memory Card Slot, Numeric Keypad",Integrated,"About this itemProcessor: Intel Core i5 Processor 1335U (1.3 GHz Up to 4.6 GHz 12 MB Smart Cache) | Memory: 16 GB LPDDR4X Memory | Storage: 512GB SSD| Intel Iris XE GraphicsOperating System: Windows 11 Home | Pre-Installed Software: MS Office Home & Student 2021, Galaxy Ecosystem AppsDisplay: 15.6"" Inch (39.6cm) Full HD, (1920 x 1080) Resolution | 16:9 Aspect Ratio | 300 Nits Brightness | 60Hz Refresh RatePorts: 2 USB Type-C, 2 USB 3.2 Type-A, 1 HDMI, 1 MicroSD Card Reader, 1 RJ45 LAN Port | Wi-Fi 6 | Without CD-drive |Battery: 54 Watt Hours, Charger: 45W USB Type-C AdapterCamera: 1MP with 720p| Dolby Atmos | Microphone: 1 Headphone out/Mic-in Combo | FingerPrint Reader›See more product details","{'Brand': '\u200eSamsung', 'Manufacturer': '\u200eSamsung', 'Series': '\u200eSamsung Galaxy Book4', 'Colour': '\u200eGray', 'Form Factor': '\u200eUltra-Portable', 'Item Height': '\u200e50 Centimeters', 'Item Width': '\u200e29.8 Centimeters', 'Standing screen display size': '\u200e15.6 Inches', 'Screen Resolution': '\u200e1920 x 1080 pixels', 'Resolution': '\u200e1920 x 1080 Pixels', 'Product Dimensions': '\u200e6.6 x 29.8 x 50 cm; 1.55 kg', 'Batteries': '\u200e1 Lithium Ion batteries required. (included)', 'Item model number': '\u200eNP750XGJ-KG2IN', 'Processor Brand': '\u200eIntel', 'Processor Type': '\u200eIntel Core i5', 'Processor Speed': '\u200e1.3 GHz', 'Processor Count': '\u200e1', 'RAM Size': '\u200e16 GB', 'Memory Technology': '\u200eLPDDR4X', 'Computer Memory Type': '\u200eDDR4 SDRAM', 'Maximum Memory Supported': '\u200e16 GB', 'Memory Clock Speed': '\u200e4.6 GHz', 'Hard Drive Size': '\u200e512 GB', 'Hard Disk Description': '\u200eSSD', 'Hard Drive Interface': '\u200eSolid State', 'Audio Details': '\u200eHeadphones, Speakers', 'Speaker Description': '\u200eDolby Atmos', 'Graphics Coprocessor': '\u200eIntel Iris Xe Graphics', 'Graphics Chipset Brand': '\u200eIntel', 'Graphics Card Description': '\u200eIntegrated', 'Graphics RAM Type': '\u200eShared', 'Graphics Card Ram Size': '\u200e1616 GB', 'Graphics Card Interface': '\u200eIntegrated', 'Connectivity Type': '\u200eBluetooth, Wi-Fi', 'Wireless Type': '\u200e802.11ax, Bluetooth', 'Number of USB 3.0 Ports': '\u200e2', 'Number of HDMI Ports': '\u200e1', 'Voltage': '\u200e15.4 Volts', 'Wattage': '\u200e45 Watts', 'Front Webcam Resolution': '\u200e1 MP', 'Operating System': '\u200eWindows 11 Home', 'Are Batteries Included': '\u200eYes', 'Lithium Battery Energy Content': '\u200e54 Watt Hours', 'Lithium Battery Weight': '\u200e220 Grams', 'Number of Lithium Ion Cells': '\u200e4', 'Included Components': '\u200eNotebook,45W Charger,Data Cable(USB-C to C, 1.8m),Quick Start Guide,,', 'Item Weight': '\u200e1 kg 550 g'}"
"Lenovo Yoga Slim 7 Intel Core Ultra 7 155H 14""(35.5cm) WUXGA-OLED 400Nits Laptop (32GB RAM/1TB SSD/AI PC/2Wx4 Speakers/Windows 11/Office Home 2024/1Yr ADP Free/Grey/1.39Kg), 83CV00D3IN",,,"1,14,990.",,-26%,"₹1,02,938","{'Brand': 'Lenovo', 'Model Name': 'Yoga Slim 7', 'Screen Size': '14 Inches', 'Colour': 'Luna Grey', 'Hard Disk Size': '1 TB', 'CPU Model': 'Intel Core Ultra 7', 'RAM Memory Installed Size': '32 GB', 'Operating System': 'Windows 11 Home', 'Special Feature': 'Anti Glare Coating, Backlit Keyboard, HD Audio', 'Graphics Card Description': 'Integrated'}",Lenovo,Yoga Slim 7,14 Inches,Luna Grey,1 TB,Intel Core Ultra 7,32 GB,Windows 11 Home,"Anti Glare Coating, Backlit Keyboard, HD Audio",Integrated,"About this itemAI Enabled Processor: Intel Core Ultra 7 155H, 16C (6P + 8E + 2LPE) / 22T, Max Turbo up to 4.8Ghz| Cores:-16 | Threads:- 22 | Cache:- 24MBOS: Pre-Loaded Windows 11 Home with Lifetime Validity |Office Home 2024 | Xbox GamePass Ultimate 3-month subscriptionMemory and Storage: 32GB RAM LPDDR5 -6400 | 1TB SSD M.2 2242 PCIe 4.0x4 NVMe || Graphics: Integrated Intel Arc Graphics | NPU: Integrated Intel AI Boost, up to 11 TOPSDisplay: 14"" WUXGA (1920x1200) OLED | Display: 400nits Glossy | 60Hz | 100% DCI-P3 | Display HDR True Black 500 | Dolby Vision | EyesafeDesign: 1.49 cm Thin and 1.39 kg Light | Full Body Aluminium Material | Backlit Keyboard›See more product details","{'Brand': '\u200eLenovo', 'Manufacturer': '\u200eLenovo', 'Series': '\u200eYoga Slim 7', 'Colour': '\u200eLuna Grey', 'Form Factor': '\u200eThin & Light', 'Standing screen display size': '\u200e14 Inches', 'Screen Resolution': '\u200e1920 x 1200 pixels', 'Resolution': '\u200e1920 x 1200 Pixels', 'Package Dimensions': '\u200e45.1 x 29.2 x 7.9 cm; 1.39 kg', 'Batteries': '\u200e1 D batteries required. (included)', 'Item model number': '\u200e14IMH9', 'Processor Brand': '\u200eIntel', 'Processor Type': '\u200eIntel Core Ultra 7', 'Processor Speed': '\u200e1.4 GHz', 'Processor Count': '\u200e16', 'Memory Technology': '\u200eLpddr 5', 'Computer Memory Type': '\u200eDDR5 RAM', 'Maximum Memory Supported': '\u200e32 GB', 'Hard Drive Size': '\u200e1 TB', 'Hard Disk Description': '\u200eSSD', 'Hard Drive Interface': '\u200ePCIE x 4', 'Audio Details': '\u200eHeadphones, Speakers', 'Speaker Description': '\u200eStereo speakers, 2W x2, optimized with Dolby Atmos', 'Graphics Coprocessor': '\u200eIntegrated Intel Arc Graphics', 'Graphics Chipset Brand': '\u200eIntel', 'Graphics Card Description': '\u200eIntegrated', 'Graphics RAM Type': '\u200eShared', 'Graphics Card Interface': '\u200eIntegrated', 'Connectivity Type': '\u200eBluetooth, Wi-Fi', 'Wireless Type': '\u200e802.11ax', 'Number of USB 3.0 Ports': '\u200e1', 'Optical Drive Type': '\u200eNo Optical Drive', 'Operating System': '\u200eWindows 11 Home', 'Average Battery Life (in hours)': '\u200e10 Hours', 'Are Batteries Included': '\u200eYes', 'Lithium Battery Energy Content': '\u200e65 Watt Hours', 'Number of Lithium Ion Cells': '\u200e4', 'Included Components': '\u200eLaptop, Power Adapter, User Guide, Warranty Card', 'Country of Origin': '\u200eChina', 'Item Weight': '\u200e1 kg 390 g'}"
"Dell 15, AMD Ryzen 7-7730U, 16GB DDR4, 512GB SSD, FHD 15.6""/39.6 cm, Windows 11, Office H&S 2024, Platinum Silver, 1.63 Kg, 120Hz 250 nits, AMD Radeon Graphics, Standard Keyboard, Thin & Light Laptop",3.7,(21),"48,490.",,-24%,"₹50,990","{'Brand': 'Dell', 'Screen Size': '15.6 Inches', 'Colour': 'Platinum Silver', 'Special Feature': 'fhd Display', 'Resolution': '1920 x 1080 Pixels', 'Has webcam capability?': 'Yes', 'Human Interface Input': 'Keyboard', 'Form Factor': 'laptop', 'Wireless Communication Technology': 'Wi-Fi', 'Wireless Communication Standard': 'Bluetooth'}",Dell,,15.6 Inches,Platinum Silver,,,,,fhd Display,,"About this itemProcessor: R7-7730U (8 Cores, up to 4.50 GHz, 16MB Cache)RAM: 16GB: 1x16GB, DDR4, 3200 MT/s & Storage: 512GB SSDDisplay: 15.6"" NT FHD 120Hz WVA IPS AG 250 nit Narrow Border LED-Backlit & AMD Radeon GraphicsKeyboard: Standard KeyboardPorts: 1 USB 3.2 Gen1 Type-C port (data only), 1 USB 3.2 Gen1 Type-A port, 1 USB 2.0 port, 1 Headset jack, 1 HDMI 1.4*, 1 SD 3.0 card slotSoftware: Pre-Loaded Windows 11 Home with Lifetime Validity | MS Office Home and Student 2024 with lifetime validity| McAfee Multi Device Security 15-month subscription›See more product details","{'Brand': '\u200eDell', 'Colour': '\u200ePlatinum Silver', 'Form Factor': '\u200elaptop', 'Standing screen display size': '\u200e15.6 Inches', 'Package Dimensions': '\u200e45.9 x 35.4 x 6.9 cm; 2.68 kg', 'Item model number': '\u200eDell 15 DC15255', 'Computer Memory Type': '\u200eShared', 'Connectivity Type': '\u200eWi-Fi', 'Wireless Type': '\u200eBluetooth', 'Are Batteries Included': '\u200eYes', 'Lithium Battery Energy Content': '\u200e41 Watt Hours', 'Lithium Battery Weight': '\u200e250 Grams', 'Item Weight': '\u200e2 kg 680 g'}"
"MSI Titan 18 HX AI,Intel Series 2 Core Ultra 9 285HX,46CM UHD+ MiniLED 120Hz Gaming Laptop(96GB/6TB NVMe SSD/Windows 11 Home/GeForce RTX 5090,GDDR7 24GB/Core Black/3.6Kg), A2XWJG-297IN",2.4,(2),"4,84,990.",,,"₹6,17,990","{'Brand': 'MSI', 'Model Name': 'Titan 18 HX AI A2XWJG', 'Screen Size': '46 Centimetres', 'Colour': 'Core Black', 'Hard Disk Size': '6 TB', 'CPU Model': 'Intel Core Ultra 9', 'RAM Memory Installed Size': '96 GB', 'Operating System': 'Windows 11 Home', 'Special Feature': 'Advanced Cooling System, AI-Enabled Processor, MiniLED Display, Cherry Mechanical Per-Key RGB Gaming KeyboardSee more', 'Graphics Card Description': 'Dedicated'}",MSI,Titan 18 HX AI A2XWJG,46 Centimetres,Core Black,6 TB,Intel Core Ultra 9,96 GB,Windows 11 Home,"Advanced Cooling System, AI-Enabled Processor, MiniLED Display, Cherry Mechanical Per-Key RGB Gaming KeyboardSee more",Dedicated,"About this itemAI Enabled Processor: 2nd Generation Intel Core Ultra 9 285HX Up To 5.5GHzOperating System: Pre-loaded Windows 11 Home with lifetime validity |Preinstalled Software: MSI Center| In the box: Laptop, Power Adapter, User, Guide, MSI Dual Drive 256GB + MSI Lucky Figure Keychain_Black , MSI Gaming Mouse , MSI Laptop BagDisplay:46cm UHD+ (3840x2400), MiniLED 120Hz, 100% DCI-P3 (Typ.), IPS-Level panelMemory & Storage: 96GB DDR5 RAM upto 6400 Mhz| Storage: 2TB NVMe PCIe Gen5 SSD + 2TB x 2 NVMe PCIe Gen4 SSDNVIDIA GeForce RTX 5090 | Intel Killer Wi-Fi , Bluetooth v5.42x Thunderbolt 5 (DisplayPort/ Power Delivery 3.1) ,3x Type-A USB3.2 Gen2,1x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz), 1x SD ExpressKeyboard: Cherry Mechanical Per-Key RGB Gaming Keyboard by SteelSeries with Copilot KeyGaming Laptop | Laptop weight: 3.6Kg›See more product details","{'Brand': '\u200eMSI', 'Manufacturer': '\u200eMSI', 'Series': '\u200eTitan 18 HX AI A2XWJG', 'Colour': '\u200eCore Black', 'Form Factor': '\u200eClamshell', 'Standing screen display size': '\u200e46 Centimetres', 'Screen Resolution': '\u200e3840x2400', 'Resolution': '\u200e3840 x 2400', 'Package Dimensions': '\u200e59.8 x 37.4 x 17 cm; 3.6 kg', 'Batteries': '\u200e1 12V batteries required. (included)', 'Item model number': '\u200e9S7-182421-297', 'Processor Brand': '\u200eIntel', 'Processor Type': '\u200eIntel Core Ultra 9', 'Processor Speed': '\u200e2.1 GHz', 'Processor Count': '\u200e1', 'Memory Technology': '\u200eDDR5', 'Computer Memory Type': '\u200eDDR5 RAM', 'Maximum Memory Supported': '\u200e96 GB', 'Memory Clock Speed': '\u200e6400 MHz', 'Hard Drive Size': '\u200e6 TB', 'Hard Disk Description': '\u200eSSD', 'Audio Details': '\u200eHeadphones, Speakers', 'Graphics Coprocessor': '\u200eNVIDIA GeForce RTX 5090', 'Graphics Chipset Brand': '\u200eNVIDIA', 'Graphics Card Description': '\u200eDedicated', 'Graphics RAM Type': '\u200eGDDR6', 'Graphics Card Ram Size': '\u200e24 GB', 'Graphics Card Interface': '\u200ePCI Express', 'Connectivity Type': '\u200eBluetooth, Wi-Fi', 'Wireless Type': '\u200e802.11ac', 'Number of USB 3.0 Ports': '\u200e3', 'Number of HDMI Ports': '\u200e1', 'Number of Ethernet Ports': '\u200e1', 'Operating System': '\u200eWindows 11 Home', 'Are Batteries Included': '\u200eYes', 'Lithium Battery Energy Content': '\u200e99.9 Watt Hours', 'Number of Lithium Ion Cells': '\u200e4', 'Included Components': '\u200eLaptop, MSI Dual Drive 256GB + MSI Lucky Figure Keychain_Black, MSI Gaming Mouse , MSI Laptop Bag, Power Adaptor, User Guide', 'Item Weight': '\u200e3 kg 600 g'}"
"HP 15, AMD Ryzen 3 7320U (8GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.59kg, fc0500AU, FHD Camera w/Privacy Shutter Laptop",4.0,"(1,981)","29,990.",200+ boughtin past month,-29%,"₹31,990","{'Brand': 'HP', 'Model Name': 'HP Laptop', 'Screen Size': '39.6 Centimetres', 'Colour': 'Natural Silver', 'Hard Disk Size': '512 GB', 'CPU Model': 'Ryzen 3', 'RAM Memory Installed Size': '8 GB', 'Operating System': 'Windows 11 Home', 'Special Feature': 'Anti Glare Coating', 'Graphics Card Description': 'Integrated'}",HP,HP Laptop,39.6 Centimetres,Natural Silver,512 GB,Ryzen 3,8 GB,Windows 11 Home,Anti Glare Coating,Integrated,"About this itemProcessor, Memory & Storage: AMD Ryzen 3 7320U (up to 4.1 GHz max boost clock, 4 MB L3 cache, 4 cores, 8 threads)| Memory: 8 GB DDR4-3200 MT/s (onboard)| Storage: 512 GB PCIe NVMe M.2 SSDOperating System & Preinstalled Software: Windows 11 Home Single Language | MS Office Home 2024 |1 year Microsoft 365 Basic Free|Display & Graphics: 39.6 cm (15.6"") diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250 nits, 45% NTSC| Graphics: AMD Radeon GraphicsPorts & Connectivity :1 USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors); 2 USB Type-A 5Gbps signaling rate; 1 AC smart pin; 1 HDMI 1.4b; 1 headphone/microphone combo| Connectivity: Realtek Wi-Fi 6 (2x2) and Bluetooth 5.4 wireless cardOther Features: Camera: HP True Vision 1080p FHD camera with temporal noise reduction and Integrated dual array digital microphones| Keyboard: Full-size, soft grey keyboard with numeric keypad| Audio: Dual speakers›See more product details","{'Brand': '\u200eHP', 'Manufacturer': '\u200eHP', 'Series': '\u200eHP Laptop', 'Colour': '\u200eNatural Silver', 'Form Factor': '\u200eClamshell', 'Standing screen display size': '\u200e39.6 Centimetres', 'Screen Resolution': '\u200e1920 x 1080 pixels', 'Resolution': '\u200e1920 x 1080 Pixels', 'Package Dimensions': '\u200e52.2 x 31.1 x 6.8 cm; 1.59 kg', 'Batteries': '\u200e1 Lithium Ion batteries required. (included)', 'Item model number': '\u200eBV2W0PA', 'Processor Brand': '\u200eAMD', 'Processor Type': '\u200eRyzen 3', 'Processor Speed': '\u200e4.1 GHz', 'Processor Count': '\u200e1', 'Memory Technology': '\u200eDDR4', 'Computer Memory Type': '\u200eDDR4 SDRAM', 'Maximum Memory Supported': '\u200e8 GB', 'Hard Drive Size': '\u200e512 GB', 'Hard Disk Description': '\u200eSSD', 'Speaker Description': '\u200eDual speakers', 'Graphics Chipset Brand': '\u200eAMD', 'Graphics Card Description': '\u200eIntegrated', 'Graphics RAM Type': '\u200eVRAM', 'Graphics Card Interface': '\u200eIntegrated', 'Connectivity Type': '\u200eWi-Fi', 'Wireless Type': '\u200eBluetooth', 'Number of USB 2.0 Ports': '\u200e2', 'Number of USB 3.0 Ports': '\u200e1', 'Optical Drive Type': '\u200eNo', 'Operating System': '\u200eWindows 11 Home', 'Average Battery Life (in hours)': '\u200e10.5 Hours', 'Are Batteries Included': '\u200eYes', 'Lithium Battery Energy Content': '\u200e41 Watt Hours', 'Number of Lithium Ion Cells': '\u200e3', 'Included Components': '\u200eLaptop, Power Adapter, User manual', 'Country of Origin': '\u200eChina', 'Item Weight': '\u200e1 kg 590 g'}"
"HP Victus, 13th Gen Intel Core i7-13620H, 8GB RTX 5060, 24GB DDR5(Upgradeable) 1TB SSD, 144Hz, 300nits, IPS, FHD, 15.6""/39.6cm, Win11, M365* Office 24, Mica Silver, 2.29Kg, fa2308TX, RGB Laptop",3.6,(5),"1,03,990.",50+ boughtin past month,-20%,"₹1,08,990","{'Brand': 'HP', 'Model Name': 'HP Gaming Laptop', 'Screen Size': '39.6 Centimetres', 'Colour': 'Mica Silver', 'Hard Disk Size': '1 TB', 'CPU Model': 'Core i7', 'RAM Memory Installed Size': '24 GB', 'Operating System': 'Windows 11 Home', 'Special Feature': 'Anti Glare Coating, RGB Backlit', 'Graphics Card Description': 'Dedicated'}",HP,HP Gaming Laptop,39.6 Centimetres,Mica Silver,1 TB,Core i7,24 GB,Windows 11 Home,"Anti Glare Coating, RGB Backlit",Dedicated,"About this itemProcessor, Memory & Storage: Intel Core i7-13620H (up to 4.9 GHz with Intel Turbo Boost Technology, 24 MB L3 cache, 10 cores, 16 threads)| Memory: 24 GB DDR5-5600 MT/s (1 x 24 GB)| Storage: 1 TB PCIe Gen4 NVMe M.2 SSDOperating System & Preinstalled Software: Windows 11 Home | MS Office Home 2024 + MISC PC Game Pass DA 3M| 1 year Microsoft 365 Basic FreeDisplay & Graphics: 39.6 cm (15.6"") diagonal, FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 300 nits, 62.5% sRGB| Graphics: NVIDIA GeForce RTX 5060 Laptop GPU (8 GB GDDR7 dedicated)Ports & Connectivity : 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-A 5Gbps signaling rate; 1 AC smart pin; 1 HDMI-out 2.1; 1headphone/microphone combo; 1 RJ-45; 1 USB Type-C 5Gbps signaling rate (USB Power Delivery 3.1, DisplayPort 1.4a, HP Sleep and Charge)| Wireless: Realtek Wi-Fi 6 (2x2) and Bluetooth 5.4 wireless cardOther Features: Camera:HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones Keyboard:Full-size, 1-zone RGB backlit, moonstone grey keyboard with numeric keypad| Audio:DTS:X Ultra;Dual speakers;HP Audio Boost; |Battery type: 4-cell, 70 Wh Li-ion polymer; Supports battery fast charge: approximately 50% in 30 minutes| Power supply type: 200 W AC power adapter›See more product details","{'Brand': '\u200eHP', 'Manufacturer': '\u200eHP', 'Series': '\u200eHP Gaming Laptop', 'Colour': '\u200eMica Silver', 'Form Factor': '\u200eLaptop', 'Standing screen display size': '\u200e39.6 Centimetres', 'Screen Resolution': '\u200e1920 x 1080 pixels', 'Resolution': '\u200e1920 x 1080 Pixels', 'Package Dimensions': '\u200e55.2 x 31.2 x 7 cm; 2.29 kg', 'Batteries': '\u200e1 Lithium Polymer batteries required. (included)', 'Item model number': '\u200eC25MRPA', 'Processor Brand': '\u200eIntel', 'Processor Type': '\u200eCore i7', 'Processor Speed': '\u200e4.9 GHz', 'Processor Count': '\u200e1', 'Memory Technology': '\u200eDDR5', 'Computer Memory Type': '\u200eDDR5 RAM', 'Maximum Memory Supported': '\u200e24 GB', 'Hard Drive Size': '\u200e1 TB', 'Hard Disk Description': '\u200eSSD', 'Graphics Coprocessor': '\u200eNVIDIA GeForce RTX 5060 8 GB', 'Graphics Chipset Brand': '\u200eNVIDIA', 'Graphics Card Description': '\u200eDedicated', 'Graphics RAM Type': '\u200eVRAM', 'Graphics Card Ram Size': '\u200e8 GB', 'Graphics Card Interface': '\u200ePCI Express', 'Wireless Type': '\u200eBluetooth', 'Number of USB 2.0 Ports': '\u200e2', 'Number of USB 3.0 Ports': '\u200e1', 'Operating System': '\u200eWindows 11 Home', 'Are Batteries Included': '\u200eYes', 'Lithium Battery Energy Content': '\u200e70 Watt Hours', 'Number of Lithium Ion Cells': '\u200e4', 'Included Components': '\u200eLaptop, Charger, User Manual', 'Country of Origin': '\u200eIndia', 'Item Weight': '\u200e2 kg 290 g'}"
